Period,PlayerA,PlayerB,ColorA,ColorB,AmountSentA->B,AmountTakeA<-B,TimesTakenA<-B,TotalAmountSentA->B,TotalAmountTakeA<-B,TotalTimesTakenA<-B,AmountCapturedA,SideA,HealthA,TotalSideLeftA,TotalSideRightA,TotalTimeSentA->B>18,AmountSentA->Others,AmountTakeA<-Others,TimesTakenA<-Others,AmountSentOthers->A,AmountTakeOthers<-A,TimesTakenOthers<-A,TotalAmountSentA->Others,TotalAmountTakeA<-Others,TotalTimesTakenA<-Others,TotalAmountSentOthers->A,TotalAmountTakeOthers<-A,TotalTimesTakenOthers<-A,AmountSentB->A,AmountTakeB<-A,TimesTakenB<-A,TotalAmountSentB->A,TotalAmountTakeB<-A,TotalTimesTakenB<-A,AmountCapturedB,SideB,HealthB,TotalSideLeftB,TotalSideRightB,TotalTimeSentB->A>18,AmountSentB->Others,AmountTakeB<-Others,TimesTakenB<-Others,AmountSentOthers->B,AmountTakeOthers<-B,TimesTakenOthers<-B,TotalAmountSentB->Others,TotalAmountTakeB<-Others,TotalTimesTakenB<-Others,TotalAmountSentOthers->B,TotalAmountTakeOthers<-B,TotalTimesTakeOthers<-B,APotNearBPot,HealthLostAFromB,HealthLostBFromA,TugsStartedA->B,TugsStartedA<-B,TimesAHelpedBTug,TimesBHelpedATug,TimesAHurtBTug,TimesBHurtATug,HealthALostForB,HealthBLostForA
7,1,2,Blue,Red,0,0,0,12,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,1,3,Blue,Yellow,0,6,1,12,12,1,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,false,1.5,1.5,1,0,0,0,0,0,0,0,
7,1,4,Blue,Green,0,0,0,12,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,0,18,1,48,18,1,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,false,1,1,0,1,0,0,0,0,0,0,
7,1,5,Blue,Purple,0,0,0,0,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,1,6,Blue,Orange,0,0,0,0,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
7,2,1,Red,Blue,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,0,0,0,12,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
7,2,3,Red,Yellow,0,12,1,0,22,2,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,false,0.5,0.5,1,0,0,0,0,0,0,0,
7,2,4,Red,Green,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,false,0,0,0,0,0,0,0,0,0,0,
7,2,5,Red,Purple,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,2,6,Red,Orange,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
7,3,1,Yellow,Blue,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,0,6,1,12,12,1,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,false,1.5,1.5,0,1,0,0,0,0,0,0,
7,3,2,Yellow,Red,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,0,12,1,0,22,2,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,false,0.5,0.5,0,1,0,0,0,0,0,0,
7,3,4,Yellow,Green,0,18,1,0,12,1,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,0,18,1,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,false,4,4,1,1,0,0,0,0,0,0,
7,3,5,Yellow,Purple,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,3,6,Yellow,Orange,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
7,4,1,Green,Blue,0,18,1,48,18,1,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,0,0,0,12,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,false,1,1,1,0,0,0,0,0,0,0,
7,4,2,Green,Red,0,0,0,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,4,3,Green,Yellow,0,18,1,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,0,18,1,0,12,1,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,false,4,4,1,1,0,0,0,0,0,0,
7,4,5,Green,Purple,0,0,0,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,4,6,Green,Orange,0,0,0,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
7,5,1,Purple,Blue,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
7,5,2,Purple,Red,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,5,3,Purple,Yellow,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,false,0,0,0,0,0,0,0,0,0,0,
7,5,4,Purple,Green,0,0,0,0,0,0,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,false,0,0,0,0,0,0,0,0,0,0,
7,5,6,Purple,Orange,0,0,0,11,12,1,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,12,12,1,0,0,0,0,0,0,0,
7,6,1,Orange,Blue,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,24,left,100,120,0,0,0,6,1,0,18,1,36,12,1,48,18,1,false,0,0,0,0,0,0,0,0,0,0,
7,6,2,Orange,Red,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,24,left,74,120,0,0,0,12,1,0,0,0,0,22,2,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
7,6,3,Orange,Yellow,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,24,left,77,120,0,0,0,18,1,0,36,3,0,12,1,12,34,3,false,0,0,0,0,0,0,0,0,0,0,
7,6,4,Orange,Green,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,48,left,41,144,0,0,0,36,2,0,18,1,48,18,1,12,12,1,false,0,0,0,0,0,0,0,0,0,0,
7,6,5,Orange,Purple,0,0,0,0,0,0,24,left,50.5,216,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,11,12,1,0,left,38.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,12,12,0,1,0,0,0,0,0,0,
8,1,2,Blue,Red,0,0,0,12,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,1,3,Blue,Yellow,0,0,0,12,18,2,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,14,8,1,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,false,2,2,1,1,0,0,0,0,0,0,
8,1,4,Blue,Green,0,0,0,12,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,0,16,1,48,36,2,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,false,0.5,0.5,0,1,0,0,0,0,0,0,
8,1,5,Blue,Purple,0,0,0,0,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,1,6,Blue,Orange,0,0,0,0,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
8,2,1,Red,Blue,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,0,0,0,12,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,false,0,0,0,0,0,0,0,0,0,0,
8,2,3,Red,Yellow,0,0,0,0,34,3,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,0,0,0,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,false,0,0,0,0,0,0,0,0,0,0,
8,2,4,Red,Green,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,0,0,0,0,0,0,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,false,5,5,0,1,0,0,0,0,0,0,
8,2,5,Red,Purple,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,2,6,Red,Orange,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
8,3,1,Yellow,Blue,14,8,1,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,0,0,0,12,18,2,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,false,2,2,1,1,0,0,0,0,0,0,
8,3,2,Yellow,Red,0,0,0,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,0,0,0,0,34,3,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,3,4,Yellow,Green,0,0,0,0,30,2,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,0,0,0,0,18,1,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,false,0,0,0,0,0,0,0,0,0,0,
8,3,5,Yellow,Purple,0,0,0,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,3,6,Yellow,Orange,0,0,0,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
8,4,1,Green,Blue,0,16,1,48,36,2,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,0,0,0,12,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,false,0.5,0.5,1,0,0,0,0,0,0,0,
8,4,2,Green,Red,0,0,0,0,0,0,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,false,5,5,1,0,0,0,0,0,0,0,
8,4,3,Green,Yellow,0,0,0,0,18,1,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,0,0,0,0,30,2,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,false,0,0,0,0,0,0,0,0,0,0,
8,4,5,Green,Purple,0,0,0,0,0,0,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,4,6,Green,Orange,0,0,0,0,0,0,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
8,5,1,Purple,Blue,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,false,0,0,0,0,0,0,0,0,0,0,
8,5,2,Purple,Red,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,5,3,Purple,Yellow,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,false,0,0,0,0,0,0,0,0,0,0,
8,5,4,Purple,Green,0,0,0,0,0,0,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,false,0,0,0,0,0,0,0,0,0,0,
8,5,6,Purple,Orange,0,0,0,11,12,1,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,false,18,18,0,1,0,0,0,0,0,0,
8,6,1,Orange,Blue,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,24,left,100,144,0,0,0,0,0,14,24,2,36,18,2,48,36,2,false,0,0,0,0,0,0,0,0,0,0,
8,6,2,Orange,Red,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,24,left,73,144,0,0,0,0,0,0,0,0,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
8,6,3,Orange,Yellow,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,24,left,79,144,0,0,14,8,1,0,0,0,0,30,2,12,70,6,false,0,0,0,0,0,0,0,0,0,0,
8,6,4,Orange,Green,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,0,0,0,48,left,39.5,192,0,0,0,16,1,0,0,0,48,54,3,12,30,2,false,0,0,0,0,0,0,0,0,0,0,
8,6,5,Orange,Purple,0,0,0,0,0,0,0,left,24.5,240,0,0,0,0,0,0,0,0,0,0,0,11,12,1,0,0,0,11,12,1,24,left,24.5,216,0,0,0,0,0,0,0,0,11,12,1,0,0,0,false,18,18,1,0,0,0,0,0,0,0,
9,1,2,Blue,Red,0,0,0,12,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,12,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,1,3,Blue,Yellow,0,0,0,12,18,2,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,0,12,1,14,8,1,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,false,0.5,0.5,0,1,0,0,0,0,0,0,
9,1,4,Blue,Green,0,0,0,12,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,0,0,0,48,52,3,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,false,0,0,0,0,0,0,0,0,0,0,
9,1,5,Blue,Purple,0,0,0,0,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,1,6,Blue,Orange,0,0,0,0,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
9,2,1,Red,Blue,12,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,0,0,0,12,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,false,0,0,0,0,0,0,0,0,0,0,
9,2,3,Red,Yellow,0,0,0,0,34,3,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,0,18,1,0,0,0,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,false,2.5,2.5,0,1,0,0,0,0,0,0,
9,2,4,Red,Green,0,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,0,0,0,0,0,0,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,false,0,0,0,0,0,0,0,0,0,0,
9,2,5,Red,Purple,0,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,2,6,Red,Orange,0,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
9,3,1,Yellow,Blue,0,12,1,14,8,1,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,0,0,0,12,18,2,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,false,0.5,0.5,1,0,0,0,0,0,0,0,
9,3,2,Yellow,Red,0,18,1,0,0,0,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,0,0,0,0,34,3,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,false,2.5,2.5,1,0,0,0,0,0,0,0,
9,3,4,Yellow,Green,0,12,1,0,30,2,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,0,12,1,0,18,1,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,false,2.5,2.5,1,1,0,0,0,0,0,0,
9,3,5,Yellow,Purple,0,0,0,0,0,0,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,3,6,Yellow,Orange,0,0,0,0,0,0,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
9,4,1,Green,Blue,0,0,0,48,52,3,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,0,0,0,12,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,false,0,0,0,0,0,0,0,0,0,0,
9,4,2,Green,Red,0,0,0,0,0,0,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,0,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,4,3,Green,Yellow,0,12,1,0,18,1,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,0,12,1,0,30,2,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,false,2.5,2.5,1,1,0,0,0,0,0,0,
9,4,5,Green,Purple,0,0,0,0,0,0,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,4,6,Green,Orange,0,0,0,0,0,0,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,false,0,0,0,0,0,0,0,0,0,0,
9,5,1,Purple,Blue,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,false,0,0,0,0,0,0,0,0,0,0,
9,5,2,Purple,Red,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,5,3,Purple,Yellow,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,false,0,0,0,0,0,0,0,0,0,0,
9,5,4,Purple,Green,0,0,0,0,0,0,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,false,0,0,0,0,0,0,0,0,0,0,
9,5,6,Purple,Orange,0,2,1,11,12,1,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,false,1.5,1.5,2,0,0,0,0,0,0,0,
9,6,1,Orange,Blue,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,0,left,91.5,168,0,0,0,0,0,12,12,1,36,18,2,62,60,4,false,0,0,0,0,0,0,0,0,0,0,
9,6,2,Orange,Red,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,48,left,74.5,168,0,0,12,0,0,0,18,1,0,34,3,12,0,0,false,0,0,0,0,0,0,0,0,0,0,
9,6,3,Orange,Yellow,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,0,left,77.5,168,0,0,0,42,3,0,12,1,14,38,3,12,70,6,false,0,0,0,0,0,0,0,0,0,0,
9,6,4,Orange,Green,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,0,0,0,0,0,0,24,left,41,240,0,0,0,12,1,0,12,1,48,70,4,12,30,2,false,0,0,0,0,0,0,0,0,0,0,
9,6,5,Orange,Purple,0,0,0,0,0,0,24,left,27,240,0,0,0,0,0,0,2,1,0,0,0,11,12,1,0,2,1,11,12,1,0,left,17,240,0,0,0,2,1,0,0,0,11,12,1,0,0,0,false,1.5,1.5,0,2,0,0,0,0,0,0,
10,1,2,Blue,Red,0,0,0,12,0,0,24,left,90.5,168,0,0,0,12,1,0,24,1,36,18,2,74,72,5,0,0,0,12,0,0,48,left,78.5,216,0,0,0,0,0,0,0,0,12,34,3,12,18,1,false,0,0,0,0,0,0,0,0,0,0,
10,1,3,Blue,Yellow,0,12,1,12,18,2,24,left,90.5,168,0,0,0,12,1,0,24,1,36,18,2,74,72,5,0,0,0,14,20,2,48,left,75.5,168,0,0,12,18,1,0,30,2,14,80,6,12,82,7,false,0.5,0.5,1,0,0,1,0,0,0,4,
10,1,4,Blue,Green,0,0,0,12,0,0,24,left,90.5,168,0,0,0,12,1,0,24,1,36,18,2,74,72,5,0,24,1,48,52,3,0,left,35,264,0,0,0,42,2,12,18,1,48,82,5,12,42,3,false,4.5,8.5,0,1,0,1,0,0,0,0,
10,1,5,Blue,Purple,0,0,0,0,0,0,24,left,90.5,168,0,0,0,12,1,0,24,1,36,18,2,74,72,5,0,0,0,0,0,0,24,left,1,240,0,0,0,0,0,0,24,2,11,14,2,0,0,0,false,0,0,0,0,0,0,0,0,0,0,
10,1,6,Blue,Orange,0,0,0,0,0,0,24,left,90.5,168,0,0,0,12,1,0,24,1,36,18,2,74,72,5,0,0,0,0,0,0,0,left,23,264,0,0,0,24,2,0,0,0,0,0,0,11,14,2,false,0,0,0,0,0,0,0,0,0,0,
10,2,1,Red,Blue,0,0,0,12,0,0,48,left,78.5,216,0,0,0,0,0,0,0,0,12,34,3,12,18,1,0,0,0,12,0,0,24,left,90.5,168,0,0,0,12,1,0,24,1,36,18,2,74,72,5,false,0,0,0,0,0,0,0,0,0,0,
10,2,3,Red,Yellow,0,0,0,0,34,3,48,left,78.5,216,0,0,0,0,0,0,0,0,12,34,3,12,18,1,0,0,0,0,18,1,48,left,75.5,168,0,0,12,18,1,0,30,2,14,80,6,12,82,7,false,0,0,0,0,0,0,0,0,0,0,
10,2,4,Red,Green,0,0,0,0,0,0,48,left,78.5,216,0,0,0,0,0,0,0,0,12,34,3,12,18,1,0,0,0,0,0,0,0,left,35,264,0,0,0,42,2,12,18,1,48,82,5,12,42,3,false,0,0,0,0,0,0,0,0,0,0,
